user_id,event_type,event_time,device,city
11,message_sent,2024-11-02 05:48:01,ios,Tabriz
60,login,2024-11-02 06:15:38,ios,Tehran
40,message_sent,2024-11-02 06:17:18,android,Shiraz
4,message_sent,2024-11-02 06:24:15,android,Isfahan
32,message_sent,2024-11-02 06:25:40,ios,Isfahan
45,login,2024-11-02 06:33:54,android,Tabriz
28,message_sent,2024-11-02 06:59:25,android,Isfahan
7,login,2024-11-02 07:27:01,android,Tabriz
54,message_sent,2024-11-02 07:44:22,android,Mashhad
89,message_sent,2024-11-02 07:56:29,android,Tabriz
21,login,2024-11-02 08:02:53,android,Tabriz
100,login,2024-11-02 08:22:17,android,Mashhad
18,login,2024-11-02 08:35:07,android,Mashhad
45,login,2024-11-02 08:35:51,ios,Isfahan
45,message_sent,2024-11-02 08:55:30,android,Mashhad
97,login,2024-11-02 08:58:16,android,Tabriz
85,message_sent,2024-11-02 09:13:34,android,Tehran
67,message_sent,2024-11-02 09:23:12,android,Isfahan
64,login,2024-11-02 09:31:15,ios,Tabriz
18,message_sent,2024-11-02 09:48:12,ios,Shiraz
10,message_sent,2024-11-02 09:50:52,ios,Tehran
54,message_sent,2024-11-02 10:18:51,android,Tehran
65,login,2024-11-02 11:23:38,android,Tehran
1,message_sent,2024-11-02 11:40:54,android,Mashhad
26,message_sent,2024-11-02 11:54:03,android,Mashhad
33,login,2024-11-02 11:54:18,android,Mashhad
19,login,2024-11-02 12:00:32,android,Shiraz
63,message_sent,2024-11-02 12:02:45,android,Tehran
31,message_sent,2024-11-02 12:20:24,ios,Isfahan
75,login,2024-11-02 12:25:26,android,Isfahan
95,login,2024-11-02 12:50:12,ios,Isfahan
59,message_sent,2024-11-02 12:59:04,android,Isfahan
27,login,2024-11-02 13:15:24,android,Tehran
84,message_sent,2024-11-02 13:17:59,android,Isfahan
99,message_sent,2024-11-02 13:51:59,ios,Isfahan
2,message_sent,2024-11-02 14:24:35,android,Tehran
27,message_sent,2024-11-02 14:25:02,ios,Tabriz
26,message_sent,2024-11-02 14:30:33,ios,Isfahan
5,message_sent,2024-11-02 14:42:32,android,Mashhad
92,login,2024-11-02 14:49:23,android,Tabriz
65,message_sent,2024-11-02 15:03:47,android,Shiraz
39,login,2024-11-02 15:12:55,android,Shiraz
25,message_sent,2024-11-02 15:42:15,ios,Tabriz
19,message_sent,2024-11-02 16:40:40,android,Shiraz
6,login,2024-11-02 16:41:14,ios,Shiraz
1,message_sent,2024-11-02 16:43:08,android,Tabriz
92,login,2024-11-02 16:47:45,android,Shiraz
75,message_sent,2024-11-02 16:54:42,android,Shiraz
27,message_sent,2024-11-02 17:06:59,android,Tabriz
24,login,2024-11-02 17:08:24,android,Tabriz
74,message_sent,2024-11-02 17:21:15,android,Isfahan
54,message_sent,2024-11-02 17:29:40,android,Isfahan
68,message_sent,2024-11-02 17:34:09,android,Tabriz
39,message_sent,2024-11-02 17:56:38,android,Isfahan
17,message_sent,2024-11-02 18:13:27,android,Shiraz
100,message_sent,2024-11-02 18:52:23,ios,Tabriz
38,message_sent,2024-11-02 19:09:29,android,Tehran
14,message_sent,2024-11-02 19:28:02,android,Shiraz
45,message_sent,2024-11-02 19:38:27,android,Isfahan
68,message_sent,2024-11-02 19:40:50,ios,Tabriz
6,login,2024-11-02 19:48:37,android,Tehran
69,message_sent,2024-11-02 20:01:27,android,Isfahan
26,login,2024-11-02 20:01:53,android,Tabriz
13,message_sent,2024-11-02 20:05:27,android,Mashhad
92,message_sent,2024-11-02 20:25:53,ios,Shiraz
100,message_sent,2024-11-02 20:26:02,android,Shiraz
44,login,2024-11-02 20:26:19,android,Isfahan
48,message_sent,2024-11-02 20:46:33,android,Mashhad
40,message_sent,2024-11-02 20:56:55,android,Tabriz
38,message_sent,2024-11-02 21:06:04,android,Isfahan
8,message_sent,2024-11-02 21:26:03,android,Shiraz
61,message_sent,2024-11-02 21:39:28,android,Mashhad
19,message_sent,2024-11-02 21:48:03,ios,Tabriz
8,message_sent,2024-11-02 22:02:00,android,Mashhad
79,login,2024-11-02 22:19:38,android,Tehran
74,login,2024-11-02 22:20:45,android,Isfahan
3,message_sent,2024-11-02 22:28:29,android,Tabriz
17,message_sent,2024-11-02 22:29:13,android,Isfahan
83,message_sent,2024-11-02 22:34:51,ios,Tehran
33,message_sent,2024-11-02 22:38:04,android,Tabriz
78,message_sent,2024-11-02 22:49:16,android,Tehran
95,message_sent,2024-11-02 22:54:49,android,Tehran
35,message_sent,2024-11-02 22:57:55,ios,Tehran
99,message_sent,2024-11-03 00:32:07,android,Shiraz
33,message_sent,2024-11-03 00:36:56,android,Mashhad
99,login,2024-11-03 01:08:13,android,Mashhad
37,message_sent,2024-11-03 01:16:26,android,Shiraz
9,message_sent,2024-11-03 01:23:54,android,Shiraz
23,message_sent,2024-11-03 01:29:47,android,Isfahan
95,message_sent,2024-11-03 01:34:44,android,Shiraz
76,message_sent,2024-11-03 02:03:24,android,Shiraz
4,login,2024-11-03 02:28:46,ios,Mashhad
5,message_sent,2024-11-03 03:21:35,android,Isfahan
95,login,2024-11-03 03:35:33,android,Tehran
94,message_sent,2024-11-03 04:14:43,ios,Isfahan
86,message_sent,2024-11-03 04:33:20,android,Isfahan
65,message_sent,2024-11-03 04:39:03,android,Shiraz
26,message_sent,2024-11-03 04:51:16,ios,Tehran
8,message_sent,2024-11-03 05:08:54,android,Shiraz
8,message_sent,2024-11-03 05:10:42,ios,Shiraz
40,message_sent,2024-11-03 05:11:14,ios,Tabriz
38,message_sent,2024-11-03 05:23:04,android,Shiraz
60,login,2024-11-03 05:31:18,android,Shiraz
100,message_sent,2024-11-03 05:43:09,android,Tabriz
61,message_sent,2024-11-03 05:44:52,android,Shiraz
47,message_sent,2024-11-03 05:50:35,android,Tehran
43,message_sent,2024-11-03 06:09:01,android,Mashhad
95,message_sent,2024-11-03 06:11:00,android,Shiraz
93,message_sent,2024-11-03 06:12:35,ios,Mashhad
27,message_sent,2024-11-03 06:21:17,android,Isfahan
59,message_sent,2024-11-03 06:26:01,ios,Isfahan
62,message_sent,2024-11-03 06:38:06,android,Tehran
25,login,2024-11-03 06:40:39,android,Isfahan
89,message_sent,2024-11-03 06:47:27,android,Tabriz
1,message_sent,2024-11-03 06:55:05,android,Tabriz
60,message_sent,2024-11-03 06:56:37,ios,Tabriz
55,message_sent,2024-11-03 07:06:18,android,Isfahan
63,login,2024-11-03 07:23:28,android,Mashhad
94,message_sent,2024-11-03 07:38:18,android,Tehran
76,login,2024-11-03 07:45:08,ios,Tehran
99,message_sent,2024-11-03 07:46:02,ios,Isfahan
33,login,2024-11-03 07:47:01,android,Tabriz
7,message_sent,2024-11-03 08:34:10,android,Tehran
17,message_sent,2024-11-03 08:52:17,ios,Tabriz
1,login,2024-11-03 08:54:39,ios,Tehran
51,login,2024-11-03 09:12:47,ios,Tehran
25,message_sent,2024-11-03 09:18:43,ios,Tabriz
54,message_sent,2024-11-03 09:41:14,android,Mashhad
32,login,2024-11-03 10:08:20,ios,Isfahan
78,message_sent,2024-11-03 10:19:07,android,Tehran
85,message_sent,2024-11-03 10:31:24,android,Tehran
52,message_sent,2024-11-03 10:40:38,ios,Mashhad
67,login,2024-11-03 10:58:46,ios,Isfahan
32,message_sent,2024-11-03 11:06:04,android,Isfahan
74,message_sent,2024-11-03 11:10:49,android,Tabriz
48,message_sent,2024-11-03 11:10:59,ios,Shiraz
90,message_sent,2024-11-03 11:11:58,ios,Mashhad
20,message_sent,2024-11-03 11:24:26,android,Isfahan
50,message_sent,2024-11-03 12:16:25,ios,Shiraz
27,login,2024-11-03 12:56:10,ios,Tehran
60,message_sent,2024-11-03 12:56:55,ios,Tehran
40,message_sent,2024-11-03 12:59:38,android,Tehran
15,message_sent,2024-11-03 13:07:44,android,Tabriz
63,message_sent,2024-11-03 13:17:14,android,Isfahan
38,login,2024-11-03 13:24:20,android,Shiraz
29,message_sent,2024-11-03 13:28:11,android,Shiraz
99,login,2024-11-03 13:49:51,android,Isfahan
18,message_sent,2024-11-03 13:59:02,ios,Shiraz
52,message_sent,2024-11-03 14:06:29,ios,Mashhad
35,message_sent,2024-11-03 14:21:18,android,Tabriz
96,message_sent,2024-11-03 14:23:23,android,Tehran
86,message_sent,2024-11-03 14:23:50,android,Tabriz
37,message_sent,2024-11-03 15:00:36,ios,Mashhad
32,login,2024-11-03 15:02:49,ios,Tabriz
78,message_sent,2024-11-03 15:10:56,android,Tabriz
84,message_sent,2024-11-03 15:53:47,android,Tabriz
74,message_sent,2024-11-03 16:49:47,ios,Mashhad
2,message_sent,2024-11-03 16:56:17,ios,Tabriz
43,message_sent,2024-11-03 17:07:12,android,Tabriz
20,message_sent,2024-11-03 17:23:25,ios,Tabriz
35,message_sent,2024-11-03 17:34:45,android,Tehran
62,login,2024-11-03 17:36:16,android,Shiraz
16,message_sent,2024-11-03 18:19:02,ios,Tabriz
37,message_sent,2024-11-03 18:37:27,ios,Mashhad
84,message_sent,2024-11-03 18:55:59,ios,Shiraz
15,message_sent,2024-11-03 19:09:09,ios,Shiraz
97,login,2024-11-03 19:12:50,android,Tehran
100,message_sent,2024-11-03 19:42:43,android,Shiraz
22,message_sent,2024-11-03 19:53:54,android,Isfahan
16,message_sent,2024-11-03 20:02:25,android,Shiraz
2,message_sent,2024-11-03 20:26:23,android,Mashhad
33,message_sent,2024-11-03 21:09:34,android,Mashhad
12,message_sent,2024-11-03 21:27:24,android,Isfahan
29,message_sent,2024-11-03 21:55:39,android,Tehran
79,message_sent,2024-11-03 22:01:18,android,Tehran
5,message_sent,2024-11-03 22:18:45,ios,Tehran
18,message_sent,2024-11-03 22:21:43,android,Tabriz
87,message_sent,2024-11-03 22:28:22,android,Mashhad
72,login,2024-11-03 23:11:24,android,Isfahan
52,message_sent,2024-11-03 23:11:45,android,Shiraz
49,login,2024-11-03 23:20:48,ios,Shiraz
29,message_sent,2024-11-03 23:28:53,android,Tabriz
1,message_sent,2024-11-03 23:56:16,android,Isfahan
62,message_sent,2024-11-04 00:22:47,android,Mashhad
100,message_sent,2024-11-04 00:41:58,android,Tabriz
65,message_sent,2024-11-04 00:43:44,ios,Isfahan
86,message_sent,2024-11-04 00:58:16,ios,Tehran
44,login,2024-11-04 01:02:52,ios,Mashhad
73,message_sent,2024-11-04 01:09:25,android,Shiraz
14,message_sent,2024-11-04 01:12:57,android,Tabriz
5,message_sent,2024-11-04 01:13:36,android,Tabriz
23,message_sent,2024-11-04 01:19:53,android,Shiraz
43,message_sent,2024-11-04 01:27:06,android,Tabriz
41,message_sent,2024-11-04 01:34:16,ios,Tabriz
25,message_sent,2024-11-04 01:40:20,ios,Shiraz
25,message_sent,2024-11-04 01:51:25,ios,Mashhad
92,message_sent,2024-11-04 01:55:43,ios,Tehran
77,message_sent,2024-11-04 02:08:53,android,Tabriz
10,message_sent,2024-11-04 02:17:21,android,Tabriz
60,message_sent,2024-11-04 02:19:49,android,Shiraz
82,message_sent,2024-11-04 02:29:33,android,Mashhad
33,message_sent,2024-11-04 02:36:54,android,Tehran
15,message_sent,2024-11-04 03:46:01,android,Tabriz
72,message_sent,2024-11-04 04:02:48,ios,Mashhad
85,message_sent,2024-11-04 04:03:25,android,Mashhad
32,login,2024-11-04 04:04:15,android,Isfahan
7,message_sent,2024-11-04 04:09:33,android,Shiraz
45,message_sent,2024-11-04 05:00:21,android,Tabriz
64,message_sent,2024-11-04 05:02:31,ios,Mashhad
13,message_sent,2024-11-04 05:03:12,ios,Isfahan
98,message_sent,2024-11-04 05:09:31,android,Tehran
48,login,2024-11-04 05:58:18,android,Mashhad
28,login,2024-11-04 06:21:39,android,Shiraz
35,message_sent,2024-11-04 06:40:19,android,Tabriz
1,message_sent,2024-11-04 06:55:04,ios,Isfahan
23,login,2024-11-04 06:57:53,ios,Tehran
42,message_sent,2024-11-04 07:12:21,ios,Isfahan
8,message_sent,2024-11-04 07:23:28,android,Tehran
47,message_sent,2024-11-04 07:32:24,android,Shiraz
37,login,2024-11-04 08:06:49,android,Shiraz
26,message_sent,2024-11-04 08:08:37,ios,Isfahan
48,message_sent,2024-11-04 08:12:55,android,Shiraz
42,message_sent,2024-11-04 08:49:31,android,Shiraz
14,message_sent,2024-11-04 08:58:55,ios,Shiraz
77,login,2024-11-04 09:11:16,android,Mashhad
44,message_sent,2024-11-04 09:14:48,android,Isfahan
87,message_sent,2024-11-04 09:22:00,ios,Isfahan
95,login,2024-11-04 09:24:34,android,Tabriz
98,message_sent,2024-11-04 09:33:59,ios,Tabriz
53,message_sent,2024-11-04 09:38:30,android,Isfahan
94,login,2024-11-04 09:42:35,ios,Mashhad
25,login,2024-11-04 09:57:07,android,Isfahan
100,message_sent,2024-11-04 10:02:32,ios,Mashhad
36,message_sent,2024-11-04 10:24:13,android,Isfahan
29,message_sent,2024-11-04 11:01:03,ios,Mashhad
70,message_sent,2024-11-04 11:04:15,android,Isfahan
49,message_sent,2024-11-04 11:04:57,android,Mashhad
32,login,2024-11-04 11:26:01,android,Mashhad
74,message_sent,2024-11-04 11:53:33,ios,Shiraz
4,message_sent,2024-11-04 11:57:45,android,Isfahan
96,message_sent,2024-11-04 12:12:43,ios,Shiraz
24,message_sent,2024-11-04 13:11:36,ios,Mashhad
28,message_sent,2024-11-04 13:28:54,ios,Tehran
84,message_sent,2024-11-04 13:45:26,android,Mashhad
24,message_sent,2024-11-04 13:48:09,android,Shiraz
89,message_sent,2024-11-04 14:17:01,ios,Isfahan
33,login,2024-11-04 15:34:32,android,Tabriz
67,login,2024-11-04 15:37:24,android,Tehran
9,login,2024-11-04 15:44:24,ios,Shiraz
40,login,2024-11-04 16:00:28,ios,Isfahan
39,login,2024-11-04 16:10:13,android,Isfahan
47,message_sent,2024-11-04 16:15:02,android,Shiraz
26,message_sent,2024-11-04 16:31:22,android,Isfahan
58,message_sent,2024-11-04 16:49:52,android,Shiraz
74,message_sent,2024-11-04 16:51:17,android,Shiraz
86,message_sent,2024-11-04 16:59:45,ios,Tehran
80,login,2024-11-04 17:01:06,android,Shiraz
37,message_sent,2024-11-04 17:01:19,android,Mashhad
11,message_sent,2024-11-04 17:28:23,android,Mashhad
47,message_sent,2024-11-04 17:35:18,android,Mashhad
94,message_sent,2024-11-04 17:53:34,android,Tabriz
79,message_sent,2024-11-04 18:36:01,ios,Tehran
2,message_sent,2024-11-04 19:11:41,android,Mashhad
82,message_sent,2024-11-04 19:23:48,android,Shiraz
71,message_sent,2024-11-04 19:28:34,android,Shiraz
27,message_sent,2024-11-04 19:43:33,android,Isfahan
63,message_sent,2024-11-04 19:49:55,android,Shiraz
47,message_sent,2024-11-04 20:08:02,android,Tabriz
64,message_sent,2024-11-04 20:28:48,android,Mashhad
40,message_sent,2024-11-04 20:33:37,android,Shiraz
37,login,2024-11-04 20:34:36,android,Shiraz
16,message_sent,2024-11-04 20:38:06,android,Mashhad
33,message_sent,2024-11-04 21:07:39,android,Tabriz
19,message_sent,2024-11-04 21:08:35,android,Shiraz
84,login,2024-11-04 22:02:29,android,Shiraz
98,message_sent,2024-11-04 22:15:43,android,Isfahan
99,message_sent,2024-11-04 22:22:54,android,Tehran
6,message_sent,2024-11-04 22:44:52,android,Mashhad
36,message_sent,2024-11-04 23:03:10,android,Tabriz
41,message_sent,2024-11-04 23:04:13,android,Tabriz
100,login,2024-11-04 23:11:55,android,Tehran
46,login,2024-11-04 23:42:30,ios,Tabriz
74,message_sent,2024-11-04 23:55:46,ios,Mashhad
60,message_sent,2024-11-05 00:08:27,android,Isfahan
66,login,2024-11-05 00:09:36,ios,Tabriz
68,message_sent,2024-11-05 00:37:24,android,Isfahan
66,message_sent,2024-11-05 00:39:10,android,Isfahan
38,message_sent,2024-11-05 00:54:03,ios,Isfahan
53,login,2024-11-05 01:01:04,android,Tehran
99,message_sent,2024-11-05 01:02:30,android,Tehran
57,message_sent,2024-11-05 01:11:45,android,Tabriz
16,message_sent,2024-11-05 01:32:13,ios,Tabriz
20,message_sent,2024-11-05 01:33:40,ios,Tehran
79,message_sent,2024-11-05 02:28:05,ios,Tehran
56,message_sent,2024-11-05 02:45:55,ios,Shiraz
29,login,2024-11-05 03:03:49,android,Shiraz
92,login,2024-11-05 03:23:34,android,Tabriz
1,message_sent,2024-11-05 03:25:51,android,Isfahan
62,message_sent,2024-11-05 03:30:07,ios,Shiraz
47,login,2024-11-05 03:48:47,android,Tehran
66,message_sent,2024-11-05 04:08:02,ios,Mashhad
33,message_sent,2024-11-05 04:23:55,android,Tabriz
94,message_sent,2024-11-05 04:36:55,android,Isfahan
7,message_sent,2024-11-05 04:48:18,android,Tehran
90,message_sent,2024-11-05 04:51:28,ios,Tehran
99,login,2024-11-05 04:51:49,ios,Tehran
34,message_sent,2024-11-05 04:54:26,ios,Tabriz
81,message_sent,2024-11-05 05:09:07,android,Tabriz
87,message_sent,2024-11-05 05:26:25,android,Isfahan
47,message_sent,2024-11-05 05:34:06,ios,Tabriz
94,login,2024-11-05 06:26:11,android,Isfahan
76,login,2024-11-05 07:08:34,ios,Isfahan
4,message_sent,2024-11-05 07:14:56,android,Shiraz
25,message_sent,2024-11-05 07:40:21,ios,Isfahan
1,message_sent,2024-11-05 08:21:46,ios,Tabriz
97,message_sent,2024-11-05 08:26:49,android,Tabriz
6,message_sent,2024-11-05 08:31:48,ios,Isfahan
34,message_sent,2024-11-05 08:58:35,android,Isfahan
12,message_sent,2024-11-05 08:59:47,android,Isfahan
60,login,2024-11-05 09:11:33,android,Tehran
23,login,2024-11-05 09:20:15,android,Shiraz
62,message_sent,2024-11-05 09:45:11,ios,Isfahan
18,message_sent,2024-11-05 09:52:04,ios,Tabriz
4,login,2024-11-05 10:18:41,android,Mashhad
29,message_sent,2024-11-05 10:18:51,ios,Mashhad
44,login,2024-11-05 10:43:04,android,Tehran
16,message_sent,2024-11-05 11:09:25,android,Mashhad
17,message_sent,2024-11-05 11:09:54,ios,Tabriz
23,message_sent,2024-11-05 11:42:18,android,Mashhad
21,login,2024-11-05 12:48:38,android,Isfahan
39,login,2024-11-05 12:53:41,ios,Isfahan
76,message_sent,2024-11-05 12:53:56,android,Tehran
51,message_sent,2024-11-05 13:08:31,ios,Tehran
63,message_sent,2024-11-05 13:18:19,android,Mashhad
68,message_sent,2024-11-05 13:20:20,android,Isfahan
21,login,2024-11-05 13:24:11,android,Tehran
92,login,2024-11-05 13:28:01,android,Isfahan
15,login,2024-11-05 13:39:47,android,Mashhad
55,login,2024-11-05 13:41:25,android,Isfahan
55,login,2024-11-05 13:41:45,android,Shiraz
73,message_sent,2024-11-05 14:06:57,ios,Mashhad
6,message_sent,2024-11-05 14:14:33,android,Tehran
1,message_sent,2024-11-05 14:24:12,ios,Tehran
41,message_sent,2024-11-05 15:02:54,ios,Tehran
14,login,2024-11-05 15:13:58,android,Shiraz
92,message_sent,2024-11-05 15:16:21,android,Isfahan
90,login,2024-11-05 15:29:28,android,Tehran
9,message_sent,2024-11-05 15:32:34,android,Shiraz
84,message_sent,2024-11-05 15:38:39,android,Tabriz
100,message_sent,2024-11-05 15:52:56,android,Mashhad
97,message_sent,2024-11-05 16:14:15,android,Shiraz
63,message_sent,2024-11-05 16:24:13,ios,Isfahan
97,message_sent,2024-11-05 16:24:51,android,Isfahan
2,message_sent,2024-11-05 16:36:41,android,Tabriz
1,message_sent,2024-11-05 16:46:34,android,Mashhad
21,login,2024-11-05 17:01:29,android,Tabriz
89,message_sent,2024-11-05 17:26:16,ios,Tabriz
64,message_sent,2024-11-05 17:36:22,android,Tehran
71,message_sent,2024-11-05 17:38:40,android,Tehran
11,message_sent,2024-11-05 17:45:03,android,Tabriz
74,message_sent,2024-11-05 18:02:30,android,Tehran
25,login,2024-11-05 18:21:14,android,Tehran
15,message_sent,2024-11-05 18:24:53,ios,Isfahan
92,login,2024-11-05 18:30:40,android,Isfahan
73,message_sent,2024-11-05 18:56:30,android,Isfahan
32,message_sent,2024-11-05 18:56:45,android,Isfahan
90,message_sent,2024-11-05 19:57:05,android,Isfahan
47,message_sent,2024-11-05 20:02:54,ios,Tehran
29,message_sent,2024-11-05 20:16:02,android,Tabriz
20,message_sent,2024-11-05 20:20:22,ios,Mashhad
51,message_sent,2024-11-05 20:22:57,ios,Isfahan
95,login,2024-11-05 20:31:28,ios,Shiraz
67,login,2024-11-05 20:33:14,ios,Tabriz
21,message_sent,2024-11-05 20:39:11,android,Shiraz
61,message_sent,2024-11-05 20:40:10,ios,Tehran
72,message_sent,2024-11-05 20:54:47,android,Mashhad
96,message_sent,2024-11-05 21:25:44,ios,Mashhad
75,message_sent,2024-11-05 21:28:55,android,Isfahan
1,message_sent,2024-11-05 21:31:29,android,Tehran
32,message_sent,2024-11-05 21:40:17,android,Tabriz
86,login,2024-11-05 21:58:01,android,Shiraz
12,message_sent,2024-11-05 22:01:57,ios,Isfahan
67,login,2024-11-05 22:58:01,android,Shiraz
96,message_sent,2024-11-05 23:15:15,android,Shiraz
19,message_sent,2024-11-05 23:28:46,android,Tabriz
70,message_sent,2024-11-05 23:29:06,android,Tehran
50,message_sent,2024-11-05 23:35:28,android,Shiraz
7,login,2024-11-05 23:42:17,android,Isfahan
41,message_sent,2024-11-05 23:56:20,ios,Tabriz
75,login,2024-11-05 23:58:30,android,Mashhad
39,message_sent,2024-11-06 00:05:39,android,Tehran
52,login,2024-11-06 00:47:42,android,Isfahan
87,message_sent,2024-11-06 00:53:08,ios,Shiraz
